=====================================================================================================================================================================
Beale optimizer                                       cost      time [us]       |grad|/|fval|    #fails    #iters         #fcalls         #gcalls         speed      
cgd-dy[init-quadratic][backtrack-strong-Wolfe]        997     40.369141     0.000000         0         14.973633    332.393555    332.393555    0.116430   
lbfgs[init-consistent][backtrack-Wolfe]               1541    99.054688     0.000000         0         26.589844    513.864258    513.864258    0.403479   
lbfgs[init-consistent][backtrack-strong-Wolfe]        1700    104.198242    0.000000         0         26.563477    566.692383    566.692383    0.401047   
cgd-dyhs[init-consistent][backtrack-Armijo]           1708    91.430664     0.000000         0         67.808594    569.533203    569.533203    0.694622   
gd[init-consistent][backtrack-Armijo]                 1709    90.754883     0.000000         0         67.812500    569.772461    569.772461    0.694597   
cgd-prp[init-consistent][backtrack-Armijo]            1709    90.379883     0.000000         0         67.812500    569.772461    569.772461    0.694597   
lbfgs[init-consistent][backtrack-Armijo]              1715    161.040039    0.000000         0         67.845703    571.744141    571.744141    0.694594   
cgd-fr[init-consistent][backtrack-Armijo]             1715    90.142578     0.000000         0         67.847656    571.833984    571.833984    0.695841   
cgd-dy[init-consistent][backtrack-Armijo]             1720    91.205078     0.000000         0         67.876953    573.600586    573.600586    0.695396   
cgd-dycd[init-consistent][backtrack-Armijo]           1725    97.458984     0.000000         0         67.899414    575.045898    575.045898    0.695874   
cgd-cd[init-consistent][backtrack-Armijo]             1727    91.208008     0.000000         0         67.910156    575.682617    575.682617    0.695702   
cgd-ls[init-consistent][backtrack-Armijo]             1729    97.608398     0.000000         0         67.921875    576.501953    576.501953    0.695297   
cgd-n[init-consistent][backtrack-Armijo]              1731    98.836914     0.000000         0         67.931641    577.140625    577.140625    0.695428   
cgd-n[init-consistent][backtrack-Wolfe]               1985    90.782227     0.000000         0         24.663086    661.752930    661.752930    0.375331   
gd[init-consistent][backtrack-Wolfe]                  1989    88.541016     0.000000         0         24.686523    663.216797    663.216797    0.376462   
cgd-prp[init-consistent][backtrack-Wolfe]             1989    85.185547     0.000000         0         24.686523    663.216797    663.216797    0.376462   
cgd-ls[init-consistent][backtrack-Wolfe]              1989    84.581055     0.000000         0         24.686523    663.216797    663.216797    0.376462   
cgd-dyhs[init-consistent][backtrack-Wolfe]            1994    84.601562     0.000000         0         24.767578    664.951172    664.951172    0.377063   
cgd-dycd[init-consistent][backtrack-Wolfe]            1994    84.586914     0.000000         0         24.767578    664.951172    664.951172    0.377063   
cgd-dy[init-consistent][backtrack-Wolfe]              1994    88.302734     0.000000         0         24.767578    664.951172    664.951172    0.377063   
cgd-cd[init-consistent][backtrack-Wolfe]              2011    87.324219     0.000000         0         24.862305    670.447266    670.447266    0.378910   
cgd-fr[init-consistent][backtrack-Wolfe]              2014    91.833008     0.000000         0         24.897461    671.477539    671.477539    0.379195   
cgd-hs[init-unit][interp]                             27      6.048828      0.000030         1         1.011719     9.107422      9.107422      0.000172   
cgd-hs[init-quadratic][interp]                        27      5.854492      0.000030         1         1.012695     9.125000      9.125000      0.000173   
cgd-hs[init-unit][backtrack-strong-Wolfe]             105     7.881836      0.016493         130       2.685547     35.023438     35.023438     0.051232   
cgd-hs[init-consistent][backtrack-strong-Wolfe]       1073    50.228516     0.006976         162       11.166992    357.901367    357.901367    0.228658   
cgd-hs[init-unit][backtrack-Wolfe]                    93      7.553711      0.144381         206       2.570312     31.140625     31.140625     0.192600   
cgd-hs[init-quadratic][backtrack-strong-Wolfe]        180     10.373047     0.016592         292       3.814453     60.034180     60.034180     0.100641   
cgd-hs[init-consistent][backtrack-Wolfe]              2051    89.466797     0.164673         399       25.370117    683.864258    683.864258    0.661868   
cgd-hs[init-consistent][cgdescent]                    109     27.776367     0.008234         415       3.808594     36.658203     36.658203     0.106441   
cgd-hs[init-unit][cgdescent]                          217     48.947266     0.008659         447       6.022461     72.635742     72.635742     0.139502   
cgd-hs[init-unit][backtrack-Armijo]                   14      5.575195      0.365952         476       2.072266     4.898438      4.898438      0.464297   
cgd-hs[init-quadratic][cgdescent]                     146     32.439453     0.008544         489       3.922852     48.783203     48.783203     0.118519   
cgd-hs[init-quadratic][backtrack-Wolfe]               173     8.938477      0.177262         518       4.605469     57.858398     57.858398     0.385873   
cgd-hs[init-consistent][backtrack-Armijo]             576     28.566406     0.700582         985       19.073242    192.277344    192.277344    0.985377   
cgd-hs[init-quadratic][backtrack-Armijo]              62      10.940430     0.740520         1002      18.522461    20.915039     20.915039     0.981283   
===========================================================================================================================================================
===========================================================================================================================================================
sphere4D optimizer                                    cost    time [us]     |grad|/|fval|    #fails    #iters       #fcalls       #gcalls       speed      
...........................................................................................................................................................
lbfgs[init-unit][backtrack-Armijo]                    12      6.680664      0.000000         0         2.000000     4.000000      4.000000      0.000004   
gd[init-unit][backtrack-Armijo]                       15      3.175781      0.000000         0         2.000000     5.000000      5.000000      0.000000   
cgd-prp[init-unit][backtrack-Armijo]                  15      5.806641      0.000000         0         2.000000     5.000000      5.000000      0.000000   
cgd-dyhs[init-unit][backtrack-Armijo]                 15      6.459961      0.000000         0         2.000000     5.000000      5.000000      0.000000   
cgd-n[init-unit][backtrack-Armijo]                    18      6.620117      0.000000         0         2.000000     6.000000      6.000000      0.000006   
cgd-ls[init-unit][backtrack-Armijo]                   18      5.656250      0.000000         0         3.000000     6.000000      6.000000      0.000000   
lbfgs[init-unit][interp]                              21      7.259766      0.000000         0         2.000000     7.000000      7.000000      0.000003   
cgd-fr[init-unit][backtrack-Armijo]                   21      5.682617      0.000000         0         3.000000     7.000000      7.000000      0.000000   
lbfgs[init-unit][backtrack-strong-Wolfe]              24      6.592773      0.000000         0         2.000000     8.000000      8.000000      0.000003   
lbfgs[init-unit][backtrack-Wolfe]                     24      7.254883      0.000000         0         2.000000     8.000000      8.000000      0.000003   
lbfgs[init-quadratic][interp]                         24      7.832031      0.000000         0         3.000000     8.000000      8.000000      0.000029   
lbfgs[init-quadratic][backtrack-strong-Wolfe]         27      6.573242      0.000000         0         3.000000     9.000000      9.000000      0.000062   
lbfgs[init-quadratic][backtrack-Wolfe]                27      6.901367      0.000000         0         3.000000     9.000000      9.000000      0.000062   
lbfgs[init-quadratic][backtrack-Armijo]               27      10.201172     0.000000         0         7.000000     9.000000      9.000000      0.004385   
gd[init-unit][interp]                                 27      6.003906      0.000000         0         1.007812     9.015625      9.015625      0.000000   
gd[init-quadratic][interp]                            27      6.345703      0.000000         0         1.007812     9.015625      9.015625      0.000000   
gd[init-consistent][interp]                           27      6.347656      0.000000         0         1.007812     9.023438      9.023438      0.000000   
cgd-prp[init-unit][interp]                            27      5.919922      0.000000         0         1.007812     9.015625      9.015625      0.000000   
cgd-prp[init-quadratic][interp]                       27      6.840820      0.000000         0         1.007812     9.015625      9.015625      0.000000   
cgd-prp[init-consistent][interp]                      27      6.456055      0.000000         0         1.007812     9.023438      9.023438      0.000000   
cgd-n[init-unit][interp]                              27      6.397461      0.000000         0         1.007812     9.015625      9.015625      0.000000   
cgd-n[init-quadratic][interp]                         27      6.507812      0.000000         0         1.007812     9.015625      9.015625      0.000000   
cgd-n[init-consistent][interp]                        27      6.158203      0.000000         0         1.007812     9.023438      9.023438      0.000000   
cgd-ls[init-unit][interp]                             27      6.749023      0.000000         0         1.020508     9.086914      9.086914      0.000001   
cgd-ls[init-quadratic][interp]                        27      6.468750      0.000000         0         1.020508     9.086914      9.086914      0.000001   
cgd-ls[init-consistent][interp]                       27      6.246094      0.000000         0         1.007812     9.023438      9.023438      0.000000   
cgd-hs[init-unit][interp]                             27      5.882812      0.000000         0         1.013672     9.131836      9.131836      0.000001   
cgd-hs[init-quadratic][interp]                        27      5.920898      0.000000         0         1.014648     9.166016      9.166016      0.000001   
cgd-hs[init-consistent][interp]                       27      6.525391      0.000000         0         1.012695     9.106445      9.106445      0.000001   
cgd-fr[init-unit][interp]                             27      6.521484      0.000000         0         1.007812     9.015625      9.015625      0.000000   
cgd-fr[init-quadratic][interp]                        27      6.061523      0.000000         0         1.007812     9.015625      9.015625      0.000000   
cgd-fr[init-consistent][interp]                       27      6.167969      0.000000         0         1.007812     9.023438      9.023438      0.000000   
cgd-dyhs[init-unit][interp]                           27      5.928711      0.000000         0         1.007812     9.015625      9.015625      0.000000   
cgd-dyhs[init-quadratic][interp]                      27      6.644531      0.000000         0         1.007812     9.015625      9.015625      0.000000   
cgd-dyhs[init-consistent][interp]                     27      6.122070      0.000000         0         1.007812     9.023438      9.023438      0.000000   
cgd-dycd[init-unit][interp]                           27      6.413086      0.000000         0         1.007812     9.015625      9.015625      0.000000   
cgd-dycd[init-quadratic][interp]                      27      6.394531      0.000000         0         1.007812     9.015625      9.015625      0.000000   
cgd-dycd[init-consistent][interp]                     27      6.687500      0.000000         0         1.007812     9.023438      9.023438      0.000000   
cgd-dy[init-unit][interp]                             27      6.492188      0.000000         0         1.009766     9.022461      9.022461      0.000000   
cgd-dy[init-quadratic][interp]                        27      7.131836      0.000000         0         1.009766     9.022461      9.022461      0.000000   
cgd-dy[init-consistent][interp]                       27      6.302734      0.000000         0         1.007812     9.023438      9.023438      0.000000   
cgd-cd[init-unit][interp]                             27      5.957031      0.000000         0         1.007812     9.015625      9.015625      0.000000   
cgd-cd[init-quadratic][interp]                        27      6.419922      0.000000         0         1.007812     9.015625      9.015625      0.000000   
cgd-cd[init-consistent][interp]                       27      6.460938      0.000000         0         1.007812     9.023438      9.023438      0.000000   
gd[init-quadratic][backtrack-Armijo]                  30      6.105469      0.000000         0         7.000000     10.000000     10.000000     0.000000   
cgd-prp[init-quadratic][backtrack-Armijo]             30      6.490234      0.000000         0         7.000000     10.000000     10.000000     0.000000   
cgd-dyhs[init-quadratic][backtrack-Armijo]            30      7.057617      0.000000         0         7.000000     10.000000     10.000000     0.000000   
cgd-n[init-quadratic][backtrack-Armijo]               33      7.694336      0.000000         0         7.000000     11.000000     11.000000     0.009048   
gd[init-unit][backtrack-Wolfe]                        36      5.071289      0.000000         0         2.000000     12.000000     12.000000     0.000000   
cgd-prp[init-unit][backtrack-Wolfe]                   36      5.820312      0.000000         0         2.000000     12.000000     12.000000     0.000000   
cgd-ls[init-unit][backtrack-Wolfe]                    36      6.217773      0.000000         0         2.000000     12.000000     12.000000     0.000000   
gd[init-unit][backtrack-strong-Wolfe]                 39      5.695312      0.000000         0         2.000000     13.000000     13.000000     0.000000   
gd[init-quadratic][backtrack-strong-Wolfe]            39      5.719727      0.000000         0         2.000000     13.000000     13.000000     0.000000   
cgd-prp[init-unit][backtrack-strong-Wolfe]            39      5.967773      0.000000         0         2.000000     13.000000     13.000000     0.000000   
cgd-prp[init-quadratic][backtrack-strong-Wolfe]       39      5.780273      0.000000         0         2.000000     13.000000     13.000000     0.000000   
cgd-n[init-unit][backtrack-Wolfe]                     39      6.883789      0.000000         0         2.000000     13.000000     13.000000     0.000005   
cgd-dyhs[init-unit][backtrack-strong-Wolfe]           39      6.477539      0.000000         0         2.000000     13.000000     13.000000     0.000000   
cgd-dyhs[init-quadratic][backtrack-strong-Wolfe]      39      6.427734      0.000000         0         2.000000     13.000000     13.000000     0.000000   
gd[init-quadratic][backtrack-Wolfe]                   42      6.281250      0.000000         0         3.000000     14.000000     14.000000     0.000000   
cgd-prp[init-quadratic][backtrack-Wolfe]              42      6.662109      0.000000         0         3.000000     14.000000     14.000000     0.000000   
cgd-n[init-unit][backtrack-strong-Wolfe]              42      6.361328      0.000000         0         2.000000     14.000000     14.000000     0.000004   
cgd-n[init-quadratic][backtrack-strong-Wolfe]         42      6.285156      0.000000         0         2.000000     14.000000     14.000000     0.000004   
cgd-ls[init-quadratic][backtrack-Wolfe]               42      6.113281      0.000000         0         3.000000     14.000000     14.000000     0.000000   
cgd-n[init-quadratic][backtrack-Wolfe]                45      7.077148      0.000000         0         3.000000     15.000000     15.000000     0.000093   
cgd-ls[init-consistent][cgdescent]                    49      11.757812     0.000000         0         1.963867     16.485352     16.485352     0.000046   
cgd-n[init-unit][cgdescent]                           50      11.553711     0.000000         0         1.919922     16.695312     16.695312     0.000015   
cgd-n[init-quadratic][cgdescent]                      50      11.222656     0.000000         0         1.919922     16.695312     16.695312     0.000015   
cgd-n[init-consistent][cgdescent]                     51      12.083984     0.000000         0         1.971680     17.008789     17.008789     0.000031   
cgd-fr[init-unit][cgdescent]                          53      12.613281     0.000000         0         2.047852     17.987305     17.987305     0.000025   
cgd-fr[init-quadratic][cgdescent]                     53      12.233398     0.000000         0         2.047852     17.987305     17.987305     0.000025   
cgd-fr[init-consistent][cgdescent]                    53      11.794922     0.000000         0         2.035156     17.743164     17.743164     0.000017   
cgd-dycd[init-consistent][cgdescent]                  53      11.884766     0.000000         0         2.060547     17.978516     17.978516     0.000266   
cgd-cd[init-consistent][cgdescent]                    53      12.154297     0.000000         0         2.060547     17.978516     17.978516     0.000266   
cgd-dycd[init-unit][backtrack-Armijo]                 54      9.011719      0.000000         0         15.000000    18.000000     18.000000     0.103321   
cgd-dycd[init-unit][cgdescent]                        56      12.865234     0.000000         0         2.135742     18.989258     18.989258     0.001000   
cgd-dycd[init-quadratic][cgdescent]                   56      13.136719     0.000000         0         2.135742     18.989258     18.989258     0.001000   
cgd-dy[init-consistent][cgdescent]                    56      13.204102     0.000000         0         2.134766     18.801758     18.801758     0.000438   
cgd-cd[init-unit][cgdescent]                          56      13.852539     0.000000         0         2.135742     18.989258     18.989258     0.001000   
cgd-cd[init-quadratic][cgdescent]                     56      12.710938     0.000000         0         2.135742     18.989258     18.989258     0.001000   
cgd-dy[init-unit][cgdescent]                          62      14.699219     0.000000         0         2.295898     20.820312     20.820312     0.001982   
cgd-dy[init-quadratic][cgdescent]                     62      14.208008     0.000000         0         2.295898     20.820312     20.820312     0.001982   
lbfgs[init-consistent][interp]                        69      18.046875     0.000000         0         10.009766    23.039062     23.039062     0.020891   
cgd-ls[init-unit][cgdescent]                          73      15.828125     0.000000         0         3.593750     24.576172     24.576172     0.000554   
cgd-ls[init-quadratic][cgdescent]                     73      16.367188     0.000000         0         3.594727     24.588867     24.588867     0.000556   
cgd-ls[init-quadratic][backtrack-Armijo]              78      12.750000     0.000000         0         23.000000    26.000000     26.000000     0.000000   
cgd-fr[init-unit][backtrack-strong-Wolfe]             110     10.058594     0.000000         0         12.996094    36.992188     36.992188     0.082584   
cgd-fr[init-quadratic][backtrack-strong-Wolfe]        110     10.462891     0.000000         0         12.996094    36.992188     36.992188     0.082584   
cgd-dycd[init-unit][backtrack-strong-Wolfe]           110     10.107422     0.000000         0         13.996094    36.992188     36.992188     0.097077   
cgd-dycd[init-quadratic][backtrack-strong-Wolfe]      110     10.236328     0.000000         0         13.996094    36.992188     36.992188     0.097077   
cgd-dyhs[init-unit][backtrack-Wolfe]                  115     17.557617     0.000000         0         29.507812    38.507812     38.507812     0.320218   
cgd-dycd[init-unit][backtrack-Wolfe]                  115     16.933594     0.000000         0         29.507812    38.507812     38.507812     0.320218   
cgd-dy[init-unit][backtrack-Wolfe]                    115     16.059570     0.000000         0         29.507812    38.507812     38.507812     0.320218   
cgd-cd[init-unit][backtrack-strong-Wolfe]             117     11.631836     0.000000         0         15.000000    39.000000     39.000000     0.120891   
cgd-cd[init-quadratic][backtrack-strong-Wolfe]        117     10.704102     0.000000         0         15.000000    39.000000     39.000000     0.120891   
cgd-cd[init-quadratic][backtrack-Armijo]              126     18.033203     0.000000         0         34.154297    42.154297     42.154297     0.385044   
cgd-dy[init-quadratic][backtrack-Armijo]              134     21.733398     0.000000         0         41.911133    44.911133     44.911133     0.450327   
cgd-dycd[init-quadratic][backtrack-Armijo]            139     22.735352     0.000000         0         43.416992    46.416992     46.416992     0.467130   
cgd-fr[init-quadratic][backtrack-Armijo]              140     20.165039     0.000000         0         34.764648    46.764648     46.764648     0.390645   
cgd-dyhs[init-quadratic][backtrack-Wolfe]             143     22.597656     0.000000         0         36.958008    47.958008     47.958008     0.412359   
cgd-dycd[init-quadratic][backtrack-Wolfe]             143     21.688477     0.000000         0         36.958008    47.958008     47.958008     0.412359   
cgd-dy[init-unit][backtrack-Armijo]                   143     21.715820     0.000000         0         38.897461    47.897461     47.897461     0.424461   
cgd-dy[init-quadratic][backtrack-Wolfe]               143     21.645508     0.000000         0         36.958008    47.958008     47.958008     0.412359   
cgd-cd[init-unit][backtrack-Wolfe]                    161     16.803711     0.000000         0         26.996094    53.992188     53.992188     0.285203   
cgd-cd[init-quadratic][backtrack-Wolfe]               161     18.399414     0.000000         0         26.996094    53.992188     53.992188     0.285203   
lbfgs[init-consistent][cgdescent]                     176     53.297852     0.000000         0         13.500000    58.889648     58.889648     0.077685   
cgd-fr[init-quadratic][backtrack-Wolfe]               177     13.952148     0.000000         0         17.000000    59.000000     59.000000     0.125034   
gd[init-consistent][cgdescent]                        183     44.459961     0.000000         0         5.875000     61.152344     61.152344     0.022975   
cgd-prp[init-consistent][cgdescent]                   183     44.250977     0.000000         0         5.875000     61.152344     61.152344     0.022975   
cgd-dyhs[init-consistent][cgdescent]                  183     47.717773     0.000000         0         5.875000     61.152344     61.152344     0.022975   
cgd-cd[init-unit][backtrack-Armijo]                   188     26.094727     0.000000         0         43.985352    62.970703     62.970703     0.473767   
cgd-ls[init-unit][backtrack-strong-Wolfe]             213     11.491211     0.000000         0         7.000000     71.000000     71.000000     0.000000   
cgd-ls[init-quadratic][backtrack-strong-Wolfe]        213     11.804688     0.000000         0         7.000000     71.000000     71.000000     0.000000   
lbfgs[init-unit][cgdescent]                           264     103.797852    0.000000         0         28.480469    88.207031     88.207031     0.283280   
cgd-fr[init-unit][backtrack-Wolfe]                    270     23.113281     0.000000         0         28.000000    90.000000     90.000000     0.283519   
lbfgs[init-quadratic][cgdescent]                      307     116.180664    0.000000         0         33.538086    102.476562    102.476562    0.338665   
gd[init-unit][cgdescent]                              347     81.454102     0.000000         0         10.441406    115.812500    115.812500    0.065429   
gd[init-quadratic][cgdescent]                         347     88.379883     0.000000         0         10.441406    115.812500    115.812500    0.065429   
cgd-prp[init-unit][cgdescent]                         347     87.707031     0.000000         0         10.441406    115.812500    115.812500    0.065429   
cgd-prp[init-quadratic][cgdescent]                    347     86.968750     0.000000         0         10.441406    115.812500    115.812500    0.065429   
cgd-dyhs[init-unit][cgdescent]                        347     92.607422     0.000000         0         10.441406    115.812500    115.812500    0.065429   
cgd-dyhs[init-quadratic][cgdescent]                   347     90.654297     0.000000         0         10.441406    115.812500    115.812500    0.065429   
gd[init-consistent][backtrack-strong-Wolfe]           942     44.348633     0.000000         0         9.000000     314.000000    314.000000    0.071408   
cgd-prp[init-consistent][backtrack-strong-Wolfe]      942     46.988281     0.000000         0         9.000000     314.000000    314.000000    0.071408   
cgd-n[init-consistent][backtrack-strong-Wolfe]        942     46.114258     0.000000         0         9.000000     314.000000    314.000000    0.071408   
cgd-ls[init-consistent][backtrack-strong-Wolfe]       942     47.171875     0.000000         0         9.000000     314.000000    314.000000    0.071408   
cgd-fr[init-consistent][backtrack-strong-Wolfe]       942     45.193359     0.000000         0         9.000000     314.000000    314.000000    0.071408   
cgd-dyhs[init-consistent][backtrack-strong-Wolfe]     942     46.349609     0.000000         0         9.000000     314.000000    314.000000    0.071408   
cgd-dycd[init-consistent][backtrack-strong-Wolfe]     942     45.229492     0.000000         0         9.000000     314.000000    314.000000    0.071408   
cgd-dy[init-consistent][backtrack-strong-Wolfe]       942     45.194336     0.000000         0         9.000000     314.000000    314.000000    0.071408   
cgd-cd[init-consistent][backtrack-strong-Wolfe]       942     45.625000     0.000000         0         9.000000     314.000000    314.000000    0.071408   
cgd-dy[init-unit][backtrack-strong-Wolfe]             998     46.283203     0.000000         0         14.999023    332.977539    332.977539    0.118822   
cgd-dy[init-quadratic][backtrack-strong-Wolfe]        998     43.132812     0.000000         0         14.999023    332.977539    332.977539    0.118822   
lbfgs[init-consistent][backtrack-Wolfe]               1536    102.091797    0.000000         0         26.560547    512.224609    512.224609    0.406925   
lbfgs[init-consistent][backtrack-strong-Wolfe]        1703    104.804688    0.000000         0         26.582031    567.910156    567.910156    0.406433   
cgd-dy[init-consistent][backtrack-Armijo]             1707    103.610352    0.000000         0         67.800781    569.289062    569.289062    0.698295   
cgd-n[init-consistent][backtrack-Armijo]              1710    105.429688    0.000000         0         67.813477    570.045898    570.045898    0.698249   
lbfgs[init-consistent][backtrack-Armijo]              1713    175.393555    0.000000         0         67.832031    571.158203    571.158203    0.698350   
gd[init-consistent][backtrack-Armijo]                 1717    99.319336     0.000000         0         67.856445    572.393555    572.393555    0.697594   
cgd-prp[init-consistent][backtrack-Armijo]            1717    103.878906    0.000000         0         67.856445    572.393555    572.393555    0.697594   
cgd-dyhs[init-consistent][backtrack-Armijo]           1719    100.269531    0.000000         0         67.868164    573.119141    573.119141    0.697977   
cgd-fr[init-consistent][backtrack-Armijo]             1724    103.833008    0.000000         0         67.896484    574.732422    574.732422    0.698502   
cgd-dycd[init-consistent][backtrack-Armijo]           1725    104.521484    0.000000         0         67.903320    575.043945    575.043945    0.698460   
cgd-cd[init-consistent][backtrack-Armijo]             1725    103.618164    0.000000         0         67.904297    575.127930    575.127930    0.698172   
cgd-ls[init-consistent][backtrack-Armijo]             1735    97.708984     0.000000         0         67.957031    578.441406    578.441406    0.698533   
cgd-dyhs[init-consistent][backtrack-Wolfe]            1982    97.090820     0.000000         0         24.670898    660.712891    660.712891    0.381109   
cgd-dycd[init-consistent][backtrack-Wolfe]            1982    89.879883     0.000000         0         24.670898    660.712891    660.712891    0.381109   
cgd-dy[init-consistent][backtrack-Wolfe]              1982    96.535156     0.000000         0         24.670898    660.712891    660.712891    0.381109   
gd[init-consistent][backtrack-Wolfe]                  1989    92.438477     0.000000         0         24.678711    663.183594    663.183594    0.381139   
cgd-prp[init-consistent][backtrack-Wolfe]             1989    92.217773     0.000000         0         24.678711    663.183594    663.183594    0.381139   
cgd-ls[init-consistent][backtrack-Wolfe]              1989    94.813477     0.000000         0         24.678711    663.183594    663.183594    0.381139   
cgd-n[init-consistent][backtrack-Wolfe]               1995    91.141602     0.000000         0         24.722656    665.155273    665.155273    0.382071   
cgd-cd[init-consistent][backtrack-Wolfe]              2013    91.254883     0.000000         0         24.877930    671.211914    671.211914    0.384401   
cgd-fr[init-consistent][backtrack-Wolfe]              2025    97.281250     0.000000         0         24.956055    675.077148    675.077148    0.384841   
cgd-hs[init-unit][backtrack-Wolfe]                    108     8.036133      0.025758         38        2.915039     36.182617     36.182617     0.037320   
cgd-hs[init-quadratic][backtrack-Wolfe]               292     15.217773     0.029742         74        7.546875     97.482422     97.482422     0.064037   
cgd-hs[init-unit][backtrack-strong-Wolfe]             108     8.056641      0.015382         97        2.764648     36.176758     36.176758     0.045672   
cgd-hs[init-quadratic][backtrack-strong-Wolfe]        241     13.591797     0.015391         111       4.931641     80.609375     80.609375     0.052846   
cgd-hs[init-consistent][backtrack-strong-Wolfe]       1151    54.002930     0.000125         115       11.855469    383.744141    383.744141    0.228001   
cgd-hs[init-consistent][backtrack-Wolfe]              2733    128.777344    0.025684         180       33.814453    911.332031    911.332031    0.593702   
cgd-hs[init-consistent][cgdescent]                    85      19.476562     0.001090         252       3.287109     28.603516     28.603516     0.052733   
cgd-hs[init-quadratic][cgdescent]                     138     29.038086     0.001199         340       3.580078     46.030273     46.030273     0.068741   
cgd-hs[init-unit][backtrack-Armijo]                   16      5.922852      0.241570         353       2.359375     5.373047      5.373047      0.345117   
cgd-hs[init-unit][cgdescent]                          143     31.678711     0.001213         355       3.857422     47.705078     47.705078     0.077027   
cgd-hs[init-quadratic][backtrack-Armijo]              106     17.224609     0.615474         954       32.825195    35.515625     35.515625     0.951346   
cgd-hs[init-consistent][backtrack-Armijo]             958     53.512695     0.572265         957       30.959961    319.502930    319.502930    0.976063   
===========================================================================================================================================================
===========================================================================================================================================================
sphere8D optimizer                                    cost    time [us]     |grad|/|fval|    #fails    #iters       #fcalls       #gcalls       speed      
...........................................................................................................................................................
lbfgs[init-unit][backtrack-Armijo]                    12      6.572266      0.000000         0         2.000000     4.000000      4.000000      0.000004   
gd[init-unit][backtrack-Armijo]                       15      4.076172      0.000000         0         2.000000     5.000000      5.000000      0.000000   
cgd-prp[init-unit][backtrack-Armijo]                  15      6.194336      0.000000         0         2.000000     5.000000      5.000000      0.000000   
cgd-dyhs[init-unit][backtrack-Armijo]                 15      6.222656      0.000000         0         2.000000     5.000000      5.000000      0.000000   
cgd-n[init-unit][backtrack-Armijo]                    18      6.681641      0.000000         0         2.000000     6.000000      6.000000      0.000007   
cgd-ls[init-unit][backtrack-Armijo]                   18      6.255859      0.000000         0         3.000000     6.000000      6.000000      0.000000   
lbfgs[init-unit][interp]                              21      6.666016      0.000000         0         2.000000     7.000000      7.000000      0.000004   
cgd-fr[init-unit][backtrack-Armijo]                   21      6.001953      0.000000         0         3.000000     7.000000      7.000000      0.000000   
lbfgs[init-unit][backtrack-strong-Wolfe]              24      6.706055      0.000000         0         2.000000     8.000000      8.000000      0.000003   
lbfgs[init-unit][backtrack-Wolfe]                     24      6.549805      0.000000         0         2.000000     8.000000      8.000000      0.000003   
lbfgs[init-quadratic][interp]                         24      8.243164      0.000000         0         3.000000     8.000000      8.000000      0.000037   
lbfgs[init-quadratic][backtrack-strong-Wolfe]         27      8.023438      0.000000         0         3.000000     9.000000      9.000000      0.000069   
lbfgs[init-quadratic][backtrack-Wolfe]                27      7.416016      0.000000         0         3.000000     9.000000      9.000000      0.000069   
lbfgs[init-quadratic][backtrack-Armijo]               27      11.207031     0.000000         0         7.000000     9.000000      9.000000      0.004748   
gd[init-unit][interp]                                 27      3.877930      0.000000         0         1.005859     9.011719      9.011719      0.000000   
gd[init-quadratic][interp]                            27      5.822266      0.000000         0         1.005859     9.011719      9.011719      0.000000   
gd[init-consistent][interp]                           27      5.846680      0.000000         0         1.005859     9.017578      9.017578      0.000000   
cgd-prp[init-unit][interp]                            27      6.607422      0.000000         0         1.005859     9.011719      9.011719      0.000000   
cgd-prp[init-quadratic][interp]                       27      6.285156      0.000000         0         1.005859     9.011719      9.011719      0.000000   
cgd-prp[init-consistent][interp]                      27      6.311523      0.000000         0         1.005859     9.017578      9.017578      0.000000   
cgd-n[init-unit][interp]                              27      6.441406      0.000000         0         1.006836     9.014648      9.014648      0.000000   
cgd-n[init-quadratic][interp]                         27      6.528320      0.000000         0         1.006836     9.014648      9.014648      0.000000   
cgd-n[init-consistent][interp]                        27      5.956055      0.000000         0         1.005859     9.017578      9.017578      0.000000   
cgd-ls[init-unit][interp]                             27      6.060547      0.000000         0         1.015625     9.066406      9.066406      0.000001   
cgd-ls[init-quadratic][interp]                        27      6.337891      0.000000         0         1.015625     9.066406      9.066406      0.000001   
cgd-ls[init-consistent][interp]                       27      6.835938      0.000000         0         1.005859     9.017578      9.017578      0.000000   
cgd-hs[init-unit][interp]                             27      6.276367      0.000000         0         1.010742     9.102539      9.102539      0.000001   
cgd-hs[init-quadratic][interp]                        27      6.828125      0.000000         0         1.011719     9.137695      9.137695      0.000002   
cgd-hs[init-consistent][interp]                       27      6.876953      0.000000         0         1.009766     9.096680      9.096680      0.000001   
cgd-fr[init-unit][interp]                             27      6.671875      0.000000         0         1.006836     9.013672      9.013672      0.000000   
cgd-fr[init-quadratic][interp]                        27      5.933594      0.000000         0         1.006836     9.013672      9.013672      0.000000   
cgd-fr[init-consistent][interp]                       27      6.571289      0.000000         0         1.005859     9.017578      9.017578      0.000000   
cgd-dyhs[init-unit][interp]                           27      6.449219      0.000000         0         1.005859     9.011719      9.011719      0.000000   
cgd-dyhs[init-quadratic][interp]                      27      6.656250      0.000000         0         1.005859     9.011719      9.011719      0.000000   
cgd-dyhs[init-consistent][interp]                     27      6.640625      0.000000         0         1.005859     9.017578      9.017578      0.000000   
cgd-dycd[init-unit][interp]                           27      5.931641      0.000000         0         1.007812     9.016602      9.016602      0.000000   
